Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP002390,Male,Yes,0,Not Graduate,Yes,17121.0,1805.0,136.0,355.0,0.0,Semiurban
LP001128,Male,Yes,0,Not Graduate,No,8503.0,2403.0,96.0,396.0,1.0,Rural
LP001348,Male,Yes,1,Not Graduate,Yes,0.0,166.0,122.0,371.0,1.0,Rural
LP001279,Male,No,1,Graduate,Yes,7180.0,3093.0,208.0,386.0,1.0,Semiurban
LP002917,Female,Yes,1,Graduate,No,2247.0,3988.0,104.0,353.0,1.0,Urban
LP002126,Female,No,3+,Not Graduate,No,0.0,0.0,196.0,454.0,1.0,Rural
LP002786,Female,Yes,3+,Graduate,Yes,9188.0,0.0,297.0,351.0,1.0,Semiurban
LP001945,Male,No,2,Graduate,Yes,5619.0,0.0,108.0,333.0,1.0,Semiurban
LP002867,Male,No,1,Graduate,Yes,19340.0,5613.0,126.0,394.0,1.0,Semiurban
LP002842,Male,Yes,3+,Graduate,No,4529.0,0.0,124.0,379.0,1.0,Urban
LP001203,Female,No,1,Not Graduate,No,3891.0,2558.0,327.0,341.0,1.0,Urban
LP002979,Male,Yes,3+,Graduate,Yes,11998.0,6455.0,104.0,236.0,1.0,Urban
LP001472,Male,No,3+,Not Graduate,Yes,5305.0,2506.0,256.0,434.0,1.0,Rural
LP001806,Female,No,0,Graduate,No,0.0,3000.0,140.0,423.0,1.0,Semiurban
LP002186,Male,Yes,1,Graduate,Yes,164.0,0.0,156.0,287.0,1.0,Semiurban
LP002807,Female,No,1,Not Graduate,No,3309.0,2508.0,207.0,369.0,1.0,Urban
LP002878,Female,Yes,3+,Not Graduate,No,8925.0,0.0,114.0,308.0,1.0,Rural
LP001095,Male,Yes,1,Graduate,Yes,12425.0,0.0,219.0,377.0,1.0,Rural
LP002255,Female,Yes,3+,Graduate,Yes,9747.0,1744.0,121.0,415.0,1.0,Semiurban
LP001903,Male,No,1,Not Graduate,No,8415.0,2474.0,60.0,334.0,1.0,Urban
LP002720,Female,No,0,Graduate,Yes,11427.0,165.0,221.0,389.0,0.0,Semiurban
LP001532,Male,No,1,Graduate,No,8717.0,0.0,190.0,250.0,1.0,Urban
LP002231,Female,Yes,0,Not Graduate,No,36.0,1022.0,97.0,286.0,0.0,Urban
LP001233,Male,Yes,2,Graduate,No,3923.0,0.0,232.0,401.0,0.0,Semiurban
LP002433,Female,No,1,Graduate,Yes,2245.0,3620.0,66.0,301.0,1.0,Urban
LP002471,Female,No,1,Graduate,Yes,12369.0,2817.0,175.0,288.0,1.0,Urban
LP001715,Female,Yes,1,Graduate,Yes,0.0,6028.0,11.0,295.0,1.0,Urban
LP001220,Male,No,0,Graduate,No,0.0,635.0,112.0,272.0,0.0,Urban
LP002211,Male,Yes,1,Not Graduate,No,6148.0,1792.0,77.0,408.0,1.0,Rural
LP001695,Female,No,1,Graduate,No,16166.0,2074.0,45.0,412.0,0.0,Urban
LP001713,Male,Yes,3+,Not Graduate,No,9365.0,588.0,144.0,293.0,1.0,Urban
LP001263,Female,No,2,Not Graduate,Yes,11112.0,0.0,168.0,270.0,1.0,Urban
LP001587,Male,No,0,Graduate,Yes,0.0,2809.0,190.0,336.0,1.0,Semiurban
LP001094,Female,Yes,3+,Not Graduate,Yes,8989.0,7950.0,143.0,266.0,0.0,Rural
LP002958,Male,Yes,0,Graduate,No,0.0,4319.0,176.0,388.0,1.0,Urban
LP001943,Female,Yes,3+,Not Graduate,No,9343.0,6926.0,56.0,343.0,1.0,Urban
LP002744,Female,No,2,Not Graduate,Yes,0.0,4040.0,74.0,319.0,1.0,Semiurban
LP002226,Female,Yes,3+,Not Graduate,No,3248.0,1189.0,141.0,409.0,1.0,Rural
LP001351,Female,Yes,0,Graduate,Yes,0.0,3237.0,75.0,281.0,0.0,Rural
LP001197,Male,No,1,Not Graduate,No,141.0,4511.0,143.0,314.0,1.0,Rural
LP002027,Female,Yes,1,Not Graduate,No,0.0,0.0,92.0,264.0,1.0,Urban
LP001066,Male,Yes,2,Not Graduate,No,8888.0,2811.0,130.0,252.0,1.0,Rural
LP002442,Male,Yes,0,Graduate,No,5717.0,1334.0,14.0,283.0,1.0,Semiurban
LP002434,Female,No,0,Graduate,No,2517.0,5619.0,10.0,289.0,0.0,Semiurban
LP001225,Male,No,0,Not Graduate,Yes,5847.0,2614.0,87.0,283.0,1.0,Urban
LP002721,Male,No,2,Not Graduate,Yes,448.0,0.0,40.0,336.0,0.0,Urban
LP001797,Male,Yes,1,Not Graduate,Yes,7013.0,2798.0,0.0,336.0,1.0,Urban
LP001843,Female,No,3+,Not Graduate,No,4737.0,0.0,180.0,241.0,1.0,Urban
LP002570,Male,Yes,2,Graduate,Yes,18170.0,5066.0,218.0,394.0,1.0,Semiurban
LP002920,Male,Yes,3+,Graduate,Yes,14483.0,0.0,210.0,244.0,0.0,Urban
LP001131,Female,Yes,1,Graduate,No,10536.0,0.0,131.0,230.0,1.0,Urban
LP001327,Female,No,2,Not Graduate,No,6845.0,0.0,130.0,410.0,1.0,Urban
LP002788,Male,No,1,Graduate,Yes,7574.0,0.0,150.0,270.0,1.0,Urban
LP001754,Female,Yes,3+,Not Graduate,Yes,12247.0,1179.0,92.0,365.0,1.0,Semiurban
LP001881,Male,Yes,0,Not Graduate,Yes,6821.0,0.0,-0.0,304.0,0.0,Rural
LP001348,Male,No,0,Not Graduate,Yes,7171.0,784.0,234.0,277.0,1.0,Urban
LP002393,Male,No,3+,Graduate,Yes,1897.0,0.0,144.0,265.0,1.0,Semiurban
LP002007,Female,No,0,Not Graduate,No,1265.0,918.0,139.0,367.0,1.0,Rural
LP002949,Male,Yes,3+,Graduate,Yes,4569.0,5470.0,118.0,281.0,1.0,Semiurban
LP002224,Female,No,2,Not Graduate,Yes,0.0,382.0,188.0,414.0,1.0,Rural
LP001610,Female,No,2,Graduate,Yes,5014.0,3299.0,133.0,243.0,1.0,Semiurban
LP002367,Male,No,2,Not Graduate,Yes,3801.0,0.0,105.0,434.0,1.0,Urban
LP002644,Female,Yes,0,Graduate,Yes,10186.0,3178.0,117.0,207.0,1.0,Rural
LP001496,Female,No,1,Not Graduate,Yes,12154.0,4695.0,148.0,361.0,1.0,Semiurban
LP001993,Female,Yes,0,Graduate,No,19824.0,5477.0,53.0,266.0,1.0,Urban
LP001921,Female,Yes,0,Not Graduate,No,8480.0,2148.0,252.0,239.0,0.0,Urban
LP002618,Female,Yes,1,Not Graduate,No,6046.0,3427.0,96.0,336.0,1.0,Rural
LP001882,Male,No,1,Not Graduate,Yes,1956.0,0.0,81.0,386.0,1.0,Semiurban
LP002912,Female,No,1,Graduate,Yes,0.0,560.0,113.0,329.0,1.0,Urban
LP001014,Male,No,1,Not Graduate,No,10386.0,0.0,213.0,339.0,2.0,Semiurban
LP002712,Male,Yes,0,Not Graduate,Yes,5023.0,2495.0,122.0,355.0,1.0,Urban
LP002625,Male,No,3+,Not Graduate,Yes,7600.0,166.0,233.0,382.0,1.0,Urban
LP002527,Male,Yes,2,Graduate,Yes,5286.0,3469.0,117.0,449.0,1.0,Urban
LP001953,Male,No,3+,Not Graduate,No,5434.0,8313.0,33.0,294.0,1.0,Rural
LP001570,Male,No,0,Not Graduate,No,6428.0,3292.0,78.0,373.0,0.0,Semiurban
LP002543,Female,No,1,Graduate,No,7584.0,5440.0,89.0,305.0,1.0,Rural
LP002941,Female,No,2,Not Graduate,Yes,10537.0,0.0,193.0,331.0,1.0,Rural
LP001245,Female,Yes,2,Graduate,No,0.0,1371.0,107.0,387.0,1.0,Rural
LP002836,Male,Yes,3+,Not Graduate,No,8518.0,2191.0,51.0,354.0,1.0,Rural
LP002599,Female,Yes,0,Graduate,No,0.0,1779.0,30.0,294.0,1.0,Rural
LP002798,Female,Yes,0,Graduate,Yes,9174.0,6614.0,1.0,349.0,0.0,Urban
LP002614,Female,No,0,Graduate,No,7004.0,0.0,348.0,365.0,1.0,Urban
LP002816,Male,Yes,2,Not Graduate,No,4744.0,2480.0,84.0,383.0,1.0,Urban
LP001788,Female,Yes,3+,Not Graduate,Yes,4966.0,0.0,177.0,417.0,1.0,Rural
LP001356,Male,Yes,2,Graduate,No,5960.0,2757.0,49.0,459.0,1.0,Urban
LP001702,Female,No,2,Not Graduate,Yes,11393.0,2977.0,238.0,342.0,1.0,Urban
LP002788,Male,Yes,1,Not Graduate,Yes,10889.0,1460.0,76.0,270.0,1.0,Urban
LP002176,Male,Yes,3+,Graduate,No,10222.0,2677.0,287.0,363.0,1.0,Rural
LP002501,Male,No,1,Graduate,No,0.0,67.0,295.0,255.0,1.0,Semiurban
LP002449,Female,No,0,Graduate,No,8461.0,0.0,56.0,466.0,1.0,Semiurban
LP001882,Female,Yes,2,Graduate,Yes,0.0,0.0,238.0,306.0,1.0,Urban
LP002237,Male,Yes,3+,Not Graduate,No,0.0,0.0,288.0,406.0,-0.0,Rural
LP001886,Female,No,0,Not Graduate,No,11581.0,0.0,18.0,363.0,1.0,Semiurban
LP002310,Male,Yes,3+,Not Graduate,No,0.0,0.0,27.0,358.0,1.0,Urban
LP002239,Male,No,2,Not Graduate,Yes,4160.0,0.0,0.0,239.0,1.0,Rural
LP002425,Female,Yes,3+,Not Graduate,Yes,13178.0,634.0,70.0,291.0,1.0,Semiurban
LP001859,Female,Yes,0,Not Graduate,Yes,8504.0,1960.0,65.0,317.0,1.0,Semiurban
LP001915,Female,Yes,1,Graduate,No,7287.0,0.0,117.0,318.0,1.0,Rural
LP001082,Male,Yes,2,Not Graduate,No,4870.0,0.0,44.0,348.0,1.0,Semiurban
LP002417,Male,Yes,1,Not Graduate,Yes,5897.0,0.0,196.0,299.0,1.0,Urban
LP001116,Female,No,2,Not Graduate,No,1619.0,2790.0,145.0,374.0,1.0,Urban
LP002544,Male,No,0,Graduate,No,2449.0,0.0,175.0,336.0,1.0,Rural
LP002760,Female,Yes,2,Graduate,Yes,5672.0,196.0,222.0,385.0,0.0,Rural
LP001734,Male,Yes,1,Not Graduate,Yes,6503.0,4246.0,163.0,246.0,1.0,Urban
LP001451,Female,Yes,2,Graduate,Yes,4281.0,0.0,125.0,393.0,0.0,Rural
LP002684,Female,No,0,Graduate,No,0.0,0.0,79.0,448.0,1.0,Semiurban
LP002984,Male,No,2,Not Graduate,No,14092.0,1365.0,212.0,332.0,0.0,Semiurban
LP002759,Female,No,1,Not Graduate,No,10518.0,0.0,163.0,421.0,0.0,Semiurban
LP002550,Female,No,0,Not Graduate,Yes,4018.0,0.0,159.0,340.0,0.0,Semiurban
LP001380,Male,No,1,Graduate,Yes,10695.0,2143.0,96.0,315.0,0.0,Rural
LP001051,Female,No,2,Graduate,No,3138.0,3968.0,166.0,356.0,1.0,Semiurban
LP002984,Male,No,3+,Not Graduate,Yes,6988.0,1541.0,82.0,444.0,1.0,Rural
LP001864,Female,No,1,Graduate,Yes,0.0,4438.0,167.0,439.0,1.0,Urban
LP002901,Male,Yes,2,Graduate,No,6642.0,3353.0,122.0,243.0,0.0,Semiurban
LP002181,Female,No,3+,Graduate,Yes,3578.0,0.0,198.0,275.0,1.0,Rural
LP001791,Female,No,3+,Not Graduate,No,6422.0,7174.0,40.0,337.0,1.0,Urban
LP001975,Female,No,0,Not Graduate,Yes,14918.0,2475.0,146.0,296.0,1.0,Semiurban
LP002755,Female,No,3+,Not Graduate,No,5077.0,2765.0,197.0,367.0,0.0,Semiurban
LP001190,Male,Yes,1,Not Graduate,Yes,2574.0,0.0,148.0,333.0,2.0,Semiurban
LP002693,Male,No,1,Not Graduate,No,2637.0,0.0,32.0,313.0,1.0,Rural
LP002605,Male,Yes,3+,Graduate,Yes,0.0,0.0,85.0,471.0,1.0,Rural
LP002102,Male,Yes,2,Graduate,Yes,7482.0,4103.0,241.0,393.0,1.0,Urban
LP002485,Male,Yes,1,Graduate,Yes,8223.0,6252.0,137.0,389.0,1.0,Semiurban
LP001032,Male,No,1,Graduate,Yes,5552.0,2387.0,79.0,290.0,1.0,Urban
LP001451,Male,No,0,Graduate,Yes,10419.0,1853.0,240.0,340.0,1.0,Rural
LP002863,Female,No,2,Graduate,No,10473.0,4232.0,262.0,333.0,1.0,Semiurban
LP001379,Female,Yes,3+,Not Graduate,No,5578.0,5357.0,51.0,348.0,1.0,Urban
LP002485,Female,Yes,2,Not Graduate,No,8514.0,0.0,104.0,314.0,1.0,Semiurban
LP002723,Female,Yes,0,Graduate,Yes,17553.0,6028.0,116.0,402.0,1.0,Rural
LP001313,Male,Yes,0,Not Graduate,No,498.0,567.0,184.0,429.0,1.0,Urban
LP001883,Male,No,2,Graduate,Yes,9583.0,4549.0,129.0,392.0,0.0,Semiurban
LP001562,Male,No,0,Graduate,Yes,5674.0,0.0,152.0,336.0,1.0,Semiurban
LP001864,Female,No,0,Not Graduate,No,11135.0,4412.0,131.0,316.0,1.0,Semiurban
LP002745,Male,Yes,0,Not Graduate,No,661.0,0.0,313.0,413.0,1.0,Urban
LP001349,Female,Yes,2,Graduate,Yes,6320.0,4651.0,187.0,363.0,1.0,Rural
LP002622,Male,No,0,Not Graduate,Yes,1309.0,3351.0,120.0,378.0,1.0,Rural
LP001627,Male,No,3+,Graduate,No,0.0,0.0,121.0,362.0,1.0,Urban
LP002842,Male,Yes,3+,Graduate,No,13178.0,5069.0,179.0,294.0,1.0,Semiurban
LP001814,Male,No,1,Graduate,Yes,2705.0,0.0,69.0,444.0,0.0,Urban
LP001153,Female,No,3+,Graduate,Yes,382.0,4709.0,163.0,502.0,1.0,Urban
LP002018,Female,Yes,1,Graduate,No,1894.0,1995.0,155.0,314.0,1.0,Rural
LP002245,Male,Yes,2,Not Graduate,Yes,15570.0,0.0,76.0,340.0,0.0,Urban
LP002734,Female,Yes,0,Graduate,Yes,12643.0,0.0,0.0,317.0,1.0,Semiurban
LP001469,Male,No,3+,Not Graduate,No,3937.0,12213.0,8.0,299.0,1.0,Rural
LP002141,Male,Yes,1,Graduate,No,10085.0,7875.0,125.0,381.0,1.0,Rural
LP001665,Male,No,2,Not Graduate,Yes,0.0,1029.0,213.0,305.0,1.0,Semiurban
LP002016,Male,No,1,Graduate,Yes,8161.0,2756.0,108.0,280.0,1.0,Urban
LP002651,Female,Yes,0,Not Graduate,No,2728.0,4873.0,210.0,371.0,1.0,Rural
LP002766,Male,No,3+,Graduate,Yes,7663.0,0.0,114.0,285.0,1.0,Urban
LP001287,Male,Yes,2,Graduate,No,0.0,3478.0,61.0,302.0,1.0,Semiurban
LP002229,Female,Yes,1,Not Graduate,Yes,1790.0,4286.0,44.0,298.0,1.0,Rural
LP001177,Male,No,2,Not Graduate,No,6216.0,2586.0,71.0,372.0,0.0,Semiurban
LP001754,Female,No,1,Not Graduate,Yes,6156.0,5384.0,153.0,347.0,1.0,Rural
LP001455,Male,Yes,1,Not Graduate,Yes,0.0,2017.0,139.0,221.0,1.0,Semiurban
LP002527,Male,Yes,0,Not Graduate,Yes,0.0,4607.0,123.0,361.0,1.0,Urban
LP002529,Male,Yes,0,Not Graduate,No,7591.0,2244.0,127.0,288.0,0.0,Semiurban
LP001872,Male,Yes,1,Graduate,No,6923.0,0.0,228.0,442.0,1.0,Semiurban
LP002197,Male,Yes,3+,Graduate,No,8913.0,4155.0,288.0,207.0,0.0,Semiurban
LP002544,Male,Yes,2,Graduate,Yes,6263.0,5142.0,85.0,367.0,1.0,Semiurban
LP002387,Female,No,2,Not Graduate,Yes,0.0,1191.0,128.0,393.0,1.0,Semiurban
LP001183,Male,No,0,Not Graduate,No,3165.0,0.0,48.0,264.0,1.0,Urban
LP001708,Female,No,3+,Not Graduate,No,8204.0,3962.0,141.0,324.0,1.0,Urban
LP002847,Female,No,1,Graduate,Yes,0.0,2462.0,118.0,348.0,1.0,Rural
LP002802,Male,Yes,0,Not Graduate,Yes,0.0,2409.0,159.0,332.0,1.0,Semiurban
LP002219,Female,No,1,Graduate,Yes,3454.0,2116.0,211.0,374.0,1.0,Urban
LP002266,Male,No,1,Not Graduate,Yes,6726.0,4342.0,49.0,352.0,1.0,Semiurban
LP002444,Female,Yes,0,Not Graduate,No,0.0,2385.0,126.0,393.0,1.0,Semiurban
LP002806,Male,No,3+,Not Graduate,No,3799.0,311.0,121.0,364.0,1.0,Rural
LP002178,Female,Yes,2,Graduate,Yes,8133.0,0.0,155.0,349.0,0.0,Semiurban
LP002420,Female,Yes,0,Not Graduate,Yes,9254.0,347.0,251.0,324.0,1.0,Urban
LP002459,Male,Yes,3+,Graduate,Yes,0.0,4075.0,92.0,358.0,1.0,Rural
LP001584,Female,Yes,1,Not Graduate,No,7298.0,692.0,190.0,456.0,1.0,Rural
LP001591,Male,Yes,0,Not Graduate,No,10839.0,4070.0,272.0,337.0,1.0,Rural
LP001751,Male,No,2,Not Graduate,Yes,8635.0,0.0,77.0,259.0,1.0,Semiurban
LP001469,Male,No,2,Not Graduate,Yes,2834.0,0.0,154.0,414.0,1.0,Rural
LP002917,Male,No,1,Graduate,Yes,0.0,0.0,153.0,477.0,1.0,Urban
LP002527,Male,Yes,0,Not Graduate,Yes,6372.0,1970.0,42.0,380.0,0.0,Urban
LP002042,Female,No,2,Graduate,Yes,14170.0,6474.0,187.0,470.0,1.0,Rural
LP001903,Female,No,0,Not Graduate,Yes,9873.0,7704.0,229.0,352.0,1.0,Rural
LP001536,Female,No,2,Not Graduate,No,9477.0,4477.0,91.0,534.0,0.0,Rural
LP001797,Male,No,1,Not Graduate,No,6139.0,0.0,120.0,247.0,1.0,Semiurban
LP001726,Female,Yes,1,Graduate,No,10287.0,0.0,7.0,332.0,1.0,Rural
LP001647,Female,No,0,Not Graduate,Yes,6907.0,0.0,224.0,381.0,1.0,Rural
LP002341,Female,Yes,3+,Graduate,Yes,0.0,2051.0,210.0,292.0,1.0,Semiurban
LP002989,Female,Yes,3+,Graduate,Yes,10257.0,6020.0,69.0,419.0,1.0,Rural
LP001332,Female,No,1,Not Graduate,No,276.0,3819.0,77.0,378.0,1.0,Rural
LP001413,Male,Yes,2,Graduate,Yes,5563.0,0.0,112.0,328.0,1.0,Urban
LP002767,Male,Yes,3+,Not Graduate,No,9390.0,5378.0,243.0,370.0,1.0,Urban
LP001119,Female,Yes,1,Graduate,Yes,913.0,4876.0,137.0,355.0,1.0,Urban
LP001993,Male,Yes,2,Graduate,Yes,0.0,5797.0,154.0,384.0,2.0,Semiurban
LP002806,Male,Yes,2,Graduate,Yes,7897.0,4617.0,154.0,327.0,1.0,Urban
LP002112,Female,Yes,3+,Graduate,No,0.0,171.0,249.0,198.0,1.0,Urban
LP002008,Female,Yes,1,Not Graduate,No,4082.0,0.0,114.0,398.0,1.0,Rural
LP001253,Male,No,2,Graduate,No,11606.0,4785.0,132.0,338.0,0.0,Semiurban
LP002857,Female,No,2,Not Graduate,Yes,14443.0,3713.0,233.0,291.0,1.0,Rural
LP001907,Male,Yes,0,Graduate,No,0.0,0.0,233.0,318.0,1.0,Rural
LP001606,Male,Yes,0,Not Graduate,Yes,3934.0,0.0,62.0,329.0,1.0,Semiurban
LP002561,Female,No,3+,Not Graduate,Yes,12413.0,0.0,0.0,245.0,1.0,Semiurban
LP001242,Male,No,0,Graduate,No,2912.0,3580.0,142.0,284.0,0.0,Rural
LP001892,Male,No,1,Graduate,No,9690.0,1560.0,193.0,335.0,1.0,Rural
LP002245,Male,No,3+,Not Graduate,Yes,10119.0,885.0,167.0,331.0,0.0,Rural
LP001054,Female,Yes,3+,Graduate,Yes,1700.0,461.0,95.0,281.0,1.0,Semiurban
LP001208,Female,Yes,0,Graduate,Yes,7621.0,0.0,287.0,258.0,1.0,Rural
LP002360,Female,No,2,Graduate,Yes,7967.0,4227.0,60.0,287.0,1.0,Rural
LP001950,Female,No,1,Graduate,No,10363.0,0.0,37.0,362.0,1.0,Urban
LP002354,Male,No,1,Graduate,No,0.0,4762.0,232.0,300.0,1.0,Urban
LP002769,Female,No,1,Graduate,No,12543.0,0.0,110.0,399.0,1.0,Urban
LP001931,Female,Yes,3+,Graduate,Yes,9092.0,264.0,274.0,418.0,1.0,Urban
LP001573,Female,No,1,Graduate,Yes,0.0,6944.0,123.0,456.0,1.0,Urban
LP002551,Female,No,2,Graduate,Yes,4452.0,2240.0,112.0,383.0,1.0,Rural
LP001891,Male,No,2,Not Graduate,No,9951.0,268.0,181.0,370.0,1.0,Rural
LP002766,Male,Yes,0,Graduate,Yes,0.0,0.0,209.0,432.0,1.0,Semiurban
LP001225,Male,Yes,1,Graduate,Yes,0.0,0.0,310.0,263.0,1.0,Semiurban
LP002537,Female,Yes,3+,Graduate,No,5286.0,2835.0,209.0,383.0,1.0,Semiurban
LP002786,Female,No,0,Graduate,No,2695.0,4045.0,225.0,404.0,1.0,Rural
LP001819,Male,No,2,Graduate,Yes,6609.0,2285.0,98.0,342.0,0.0,Urban
LP001536,Female,No,1,Not Graduate,No,9867.0,1441.0,217.0,396.0,1.0,Rural
LP001138,Female,Yes,2,Not Graduate,Yes,6730.0,3237.0,191.0,320.0,0.0,Rural
LP002782,Male,Yes,0,Graduate,No,5121.0,0.0,97.0,345.0,1.0,Semiurban
LP002449,Male,No,2,Not Graduate,Yes,9893.0,2630.0,36.0,366.0,1.0,Semiurban
LP001674,Female,No,1,Graduate,No,4582.0,2784.0,73.0,364.0,2.0,Semiurban
LP001232,Female,Yes,1,Graduate,No,933.0,2329.0,103.0,252.0,1.0,Semiurban
LP001432,Female,No,0,Not Graduate,No,11759.0,92.0,127.0,309.0,0.0,Rural
LP001002,Male,No,1,Not Graduate,No,0.0,0.0,200.0,345.0,1.0,Semiurban
LP002920,Male,No,2,Not Graduate,Yes,5544.0,0.0,216.0,368.0,1.0,Urban
LP001794,Male,Yes,2,Not Graduate,Yes,3110.0,5600.0,278.0,386.0,1.0,Rural
LP002333,Male,No,3+,Not Graduate,No,0.0,1451.0,176.0,344.0,0.0,Urban
LP001153,Female,No,3+,Graduate,Yes,6880.0,450.0,30.0,414.0,1.0,Rural
LP001653,Male,No,3+,Graduate,No,7798.0,185.0,73.0,323.0,1.0,Rural
LP002877,Male,No,2,Graduate,No,458.0,0.0,125.0,398.0,1.0,Semiurban
LP002659,Female,Yes,2,Not Graduate,Yes,0.0,145.0,225.0,332.0,0.0,Urban
LP002409,Female,Yes,0,Graduate,Yes,0.0,4895.0,191.0,283.0,-0.0,Rural
LP002721,Female,Yes,3+,Not Graduate,Yes,15506.0,3183.0,84.0,513.0,1.0,Urban
LP002105,Male,No,2,Graduate,Yes,16135.0,3854.0,56.0,375.0,2.0,Rural
LP002064,Female,Yes,0,Not Graduate,Yes,5348.0,4210.0,93.0,222.0,1.0,Rural
LP001504,Female,No,2,Not Graduate,Yes,0.0,7583.0,47.0,401.0,1.0,Rural
LP001653,Male,Yes,0,Graduate,Yes,4352.0,1677.0,133.0,353.0,0.0,Urban
LP002723,Male,No,3+,Graduate,No,0.0,438.0,177.0,399.0,1.0,Rural
LP001754,Female,Yes,3+,Graduate,Yes,6972.0,2791.0,165.0,377.0,1.0,Urban
LP002006,Male,Yes,3+,Graduate,No,0.0,3366.0,106.0,292.0,1.0,Urban
LP001096,Female,Yes,2,Not Graduate,Yes,0.0,1509.0,145.0,402.0,0.0,Semiurban
LP002849,Female,No,2,Graduate,Yes,10748.0,0.0,41.0,299.0,1.0,Urban
LP001972,Male,No,0,Not Graduate,No,4301.0,2108.0,89.0,290.0,1.0,Rural
LP001219,Female,No,1,Graduate,No,10110.0,3082.0,167.0,320.0,2.0,Rural
LP002473,Male,Yes,1,Graduate,No,12053.0,2546.0,317.0,275.0,0.0,Rural
LP002288,Male,No,3+,Graduate,No,4671.0,0.0,247.0,375.0,1.0,Rural
LP002778,Male,No,1,Graduate,Yes,5150.0,0.0,41.0,478.0,1.0,Urban
LP002263,Female,No,3+,Graduate,Yes,11207.0,3551.0,208.0,270.0,1.0,Semiurban
LP002389,Male,No,0,Not Graduate,No,2111.0,590.0,156.0,432.0,1.0,Urban
LP001822,Male,No,1,Graduate,No,11756.0,7650.0,158.0,303.0,1.0,Rural
LP002294,Female,No,1,Not Graduate,Yes,0.0,5248.0,340.0,304.0,1.0,Urban
LP001693,Female,Yes,3+,Graduate,Yes,3159.0,0.0,105.0,268.0,1.0,Semiurban
LP001702,Female,Yes,0,Not Graduate,No,6246.0,4393.0,183.0,365.0,0.0,Semiurban
LP001398,Female,No,1,Graduate,Yes,0.0,5954.0,202.0,256.0,1.0,Semiurban
LP001651,Male,Yes,1,Graduate,Yes,7284.0,391.0,89.0,311.0,1.0,Semiurban
LP001183,Male,Yes,1,Graduate,No,6161.0,1368.0,0.0,414.0,1.0,Semiurban
LP001835,Male,No,0,Not Graduate,No,1010.0,112.0,40.0,444.0,1.0,Urban
LP001732,Female,No,0,Not Graduate,No,792.0,0.0,162.0,280.0,2.0,Semiurban
LP002308,Female,Yes,1,Graduate,No,213.0,5889.0,212.0,322.0,1.0,Semiurban
LP002418,Male,No,3+,Graduate,Yes,0.0,0.0,184.0,333.0,1.0,Rural
LP002953,Female,Yes,3+,Graduate,No,14349.0,0.0,183.0,246.0,1.0,Semiurban
LP002142,Female,Yes,1,Not Graduate,Yes,3982.0,453.0,168.0,305.0,1.0,Urban
LP002495,Male,Yes,0,Graduate,Yes,0.0,2029.0,79.0,301.0,1.0,Rural
LP002795,Male,No,1,Not Graduate,Yes,4483.0,0.0,140.0,374.0,1.0,Urban
LP002777,Female,Yes,0,Graduate,Yes,6546.0,5286.0,191.0,358.0,1.0,Rural
LP001498,Female,No,1,Not Graduate,No,521.0,0.0,179.0,350.0,1.0,Semiurban
LP002983,Female,No,0,Not Graduate,Yes,3103.0,0.0,269.0,328.0,1.0,Urban
LP002603,Male,No,2,Not Graduate,No,12606.0,1760.0,97.0,428.0,1.0,Rural
LP002257,Male,No,3+,Graduate,Yes,0.0,0.0,99.0,341.0,1.0,Urban
LP001466,Male,No,2,Not Graduate,No,1867.0,2167.0,88.0,407.0,2.0,Rural
LP002768,Male,Yes,3+,Graduate,Yes,0.0,0.0,0.0,381.0,1.0,Semiurban
LP001231,Male,No,0,Not Graduate,Yes,15564.0,3797.0,190.0,352.0,0.0,Urban
LP002743,Female,No,2,Graduate,No,8928.0,0.0,143.0,400.0,1.0,Urban
LP002298,Female,No,3+,Not Graduate,No,4898.0,5529.0,124.0,322.0,1.0,Urban
LP002624,Female,No,1,Not Graduate,No,1090.0,3313.0,79.0,284.0,1.0,Semiurban
LP002940,Male,No,0,Graduate,No,806.0,0.0,185.0,340.0,1.0,Semiurban
LP002442,Male,Yes,0,Graduate,Yes,3647.0,3299.0,144.0,440.0,1.0,Rural
LP001910,Male,No,1,Not Graduate,Yes,8005.0,1999.0,262.0,356.0,1.0,Urban
LP002362,Female,No,1,Not Graduate,Yes,0.0,3738.0,144.0,309.0,0.0,Rural
LP002339,Male,Yes,3+,Graduate,Yes,2542.0,3232.0,175.0,289.0,1.0,Rural
LP001884,Male,No,0,Not Graduate,Yes,10062.0,2579.0,264.0,243.0,1.0,Semiurban
LP001532,Female,Yes,3+,Not Graduate,No,14344.0,1778.0,117.0,289.0,1.0,Urban
LP002990,Male,Yes,1,Graduate,No,8275.0,4061.0,109.0,362.0,1.0,Semiurban
LP001589,Female,Yes,0,Graduate,Yes,1408.0,4785.0,253.0,327.0,1.0,Urban
LP001242,Male,Yes,1,Graduate,No,4297.0,1973.0,22.0,357.0,1.0,Rural
LP002816,Male,No,3+,Not Graduate,Yes,7528.0,3250.0,122.0,283.0,1.0,Semiurban
LP001267,Female,No,3+,Not Graduate,Yes,3520.0,4150.0,121.0,409.0,1.0,Semiurban
LP001056,Female,Yes,3+,Not Graduate,No,9234.0,5971.0,77.0,391.0,1.0,Urban
