Customer_ID,Age,Gender,Region,Marital_Status,Annual_Income,Smoker,Vehicle_Type,Policy_Type,Policy_Tenure_Years,Annual_Premium,Risk_Score,Has_Claim,Claim_Amount,Base_Premium
10292,49,Female,South,Married,96714,No,SUV,Basic,8,785,24,No,0,545
10293,50,Female,Midwest,Single,63218,No,SUV,Premium,15,1600,25,No,0,1350
10294,20,Male,West,Married,26613,No,Sports,Premium,18,1430,23,No,0,1200
10295,47,Female,Midwest,Married,37256,No,Sports,Premium,17,1665,33,No,0,1335
10296,67,Male,Midwest,Single,99326,Yes,Sedan,Standard,23,2245,61,Yes,7674,1635
10297,29,Male,South,Married,32555,No,Sedan,Basic,12,605,16,No,0,445
10298,46,Male,Midwest,Married,87158,No,Sedan,Basic,6,760,23,No,0,530
10299,20,Male,West,Married,29076,Yes,Truck,Basic,16,1330,33,No,0,1000
10300,43,Male,Northeast,Single,57221,No,SUV,Standard,8,1135,22,No,0,915
10301,74,Male,Northeast,Married,118748,No,Sports,Standard,25,1510,44,No,0,1070
10302,47,Male,South,Single,79670,Yes,SUV,Standard,9,1965,43,No,0,1535
10303,26,Male,West,Divorced,29003,No,Sedan,Standard,19,980,15,No,0,830
10304,43,Male,West,Divorced,57988,No,Truck,Basic,21,735,22,No,0,515
10305,19,Female,Northeast,Single,32520,Yes,SUV,Basic,12,1315,32,No,0,995
10306,20,Female,West,Married,30643,No,Sedan,Basic,27,530,13,No,0,400
10307,63,Male,Midwest,Single,112228,No,Sports,Basic,22,1115,50,Yes,4469,615
10308,21,Male,South,Married,32716,No,Sedan,Standard,23,935,13,No,0,805
10309,42,Male,Northeast,Divorced,54520,No,Sedan,Basic,15,720,21,No,0,510
10310,68,Female,South,Married,109432,No,SUV,Basic,3,960,32,No,0,640
10311,30,Female,Midwest,Single,52376,No,Truck,Premium,24,1420,17,No,0,1250
10312,56,Male,Northeast,Single,110303,Yes,Sports,Premium,27,2650,67,Yes,5745,1980
10313,61,Male,West,Single,99500,No,Sports,Basic,28,995,39,No,0,605
10314,52,Male,West,Married,75902,No,Sports,Premium,9,1710,35,No,0,1360
10315,72,Female,Midwest,Divorced,94926,No,Truck,Premium,0,1790,33,No,0,1460
10316,40,Male,Northeast,Married,57026,No,Sports,Standard,29,1210,31,No,0,900
10317,26,Female,South,Married,35916,Yes,Sedan,Basic,7,1380,35,No,0,1030
10318,19,Female,Northeast,Single,20000,Yes,Truck,Basic,24,1315,32,No,0,995
10319,71,Male,West,Married,92583,No,Sports,Premium,19,1985,53,Yes,6213,1455
10320,58,Female,Northeast,Single,102142,No,Truck,Standard,20,1270,28,No,0,990
10321,61,Male,Northeast,Divorced,61547,No,Sedan,Standard,17,1295,29,No,0,1005
10322,48,Female,West,Single,91879,No,SUV,Premium,4,1580,24,No,0,1340
10323,61,Female,West,Married,92495,No,Truck,Standard,10,1295,29,No,0,1005
10324,64,Male,South,Married,62771,No,SUV,Standard,28,1320,30,No,0,1020
10325,19,Male,Northeast,Married,20718,No,Truck,Premium,18,1315,12,No,0,1195
10326,49,Female,West,Single,49904,No,Sedan,Basic,8,785,24,No,0,545
10327,35,Female,Midwest,Married,50674,Yes,SUV,Standard,14,1865,39,No,0,1475
10328,30,Female,West,Married,43517,No,Sports,Standard,28,1220,37,Yes,1745,850
10329,63,Male,South,Divorced,105282,No,Sports,Premium,4,1915,50,Yes,7635,1415
10330,22,Male,South,Married,22832,No,SUV,Premium,4,1340,13,No,0,1210
10331,59,Male,Midwest,Single,101632,Yes,Truck,Basic,22,1775,58,Yes,1919,1195
10332,61,Male,South,Single,78237,No,SUV,Basic,11,895,29,No,0,605
10333,27,Female,Northeast,Married,37169,No,Sports,Standard,8,1085,25,No,0,835
10334,73,Female,South,Divorced,117869,No,Truck,Standard,4,1405,34,No,0,1065
10335,60,Female,Midwest,Married,88029,No,SUV,Standard,9,1290,29,No,0,1000
10336,42,Female,South,Single,53437,No,Truck,Basic,24,720,21,No,0,510
10337,51,Female,Midwest,Married,84601,Yes,Truck,Basic,28,1605,45,No,0,1155
10338,54,Male,South,Single,71396,No,Sedan,Premium,22,1630,26,No,0,1370
10339,47,Male,West,Single,69887,No,Sedan,Standard,5,1165,23,No,0,935
10340,24,Female,Midwest,Single,28658,Yes,Truck,Standard,9,1760,34,No,0,1420
10341,23,Female,South,Married,40937,No,Sports,Standard,5,1055,24,No,0,815
10342,71,Female,Northeast,Divorced,73933,No,Sports,Standard,19,1585,53,Yes,2570,1055
10343,72,Female,Midwest,Single,76168,No,Truck,Basic,9,990,33,No,0,660
10344,20,Female,Midwest,Married,25166,No,Truck,Standard,8,930,13,No,0,800
10345,30,Female,South,Married,58726,No,Sedan,Basic,24,620,17,No,0,450
10346,20,Female,West,Married,31556,Yes,Sports,Basic,2,1430,43,No,0,1000
10347,43,Female,West,Single,63551,No,Sedan,Standard,10,1135,22,No,0,915
10348,74,Male,South,Single,86718,No,Sports,Standard,10,1510,44,No,0,1070
10349,41,Female,South,Married,65287,No,Sports,Standard,3,1215,31,No,0,905
10350,70,Female,Northeast,Married,96756,No,SUV,Standard,16,1380,33,No,0,1050
10351,23,Male,South,Single,29982,No,Truck,Standard,27,955,14,No,0,815
10352,60,Male,Midwest,Single,109842,No,SUV,Premium,8,1690,29,No,0,1400
10353,66,Female,South,Single,118023,Yes,Sports,Premium,5,2740,71,Yes,13754,2030
10354,59,Male,Northeast,Married,59033,No,Sedan,Basic,10,875,28,No,0,595
10355,29,Male,South,Single,51545,No,Truck,Basic,18,605,16,No,0,445
10356,66,Female,South,Divorced,88758,Yes,SUV,Standard,17,2140,51,No,0,1630
10357,53,Male,Midwest,Married,81465,No,Sports,Standard,7,1425,46,Yes,4881,965
10358,19,Female,West,Married,20000,No,Sports,Standard,21,1015,22,No,0,795
10359,28,Female,South,Single,47305,Yes,SUV,Basic,29,1400,36,No,0,1040
10360,56,Female,Northeast,Single,90818,No,Truck,Standard,13,1250,27,No,0,980
10361,51,Male,South,Single,65500,No,SUV,Premium,18,1605,25,No,0,1355
10362,43,Male,South,Divorced,65736,No,SUV,Standard,15,1135,22,No,0,915
10363,35,Female,Midwest,Single,31317,No,Sedan,Basic,2,665,19,No,0,475
10364,38,Female,West,Single,46452,No,Sedan,Standard,12,1090,20,No,0,890
10365,53,Male,West,Single,56075,Yes,SUV,Standard,23,2025,46,No,0,1565
10366,57,Female,West,Married,86831,Yes,SUV,Standard,16,2055,47,No,0,1585
10367,69,Male,South,Single,93807,No,Sports,Standard,18,1465,42,No,0,1045
10368,63,Male,Midwest,Single,93590,No,Truck,Standard,28,1415,40,Yes,4751,1015
10369,61,Male,Midwest,Married,70814,No,Sports,Premium,4,1795,39,No,0,1405
10370,39,Male,South,Married,35751,No,Sedan,Standard,20,1095,20,No,0,895
10371,70,Male,Midwest,Single,131893,No,Truck,Standard,15,1380,33,No,0,1050
10372,47,Male,West,Married,49137,Yes,Truck,Standard,29,1965,43,No,0,1535
10373,67,Female,Midwest,Single,58134,No,Sedan,Premium,13,1745,31,No,0,1435
10374,60,Female,South,Single,107278,No,Sports,Standard,23,1490,49,Yes,3457,1000
10375,47,Male,South,Married,70351,Yes,SUV,Basic,21,1565,43,No,0,1135
10376,25,Male,Northeast,Married,45975,Yes,SUV,Standard,18,1775,35,No,0,1425
10377,51,Female,Northeast,Divorced,95291,No,Truck,Standard,19,1205,25,No,0,955
10378,74,Female,Midwest,Divorced,68011,No,Truck,Basic,3,1010,34,No,0,670
10379,64,Female,Midwest,Single,93641,No,SUV,Basic,5,1020,40,Yes,2121,620
10380,26,Female,South,Married,41078,No,Truck,Basic,8,580,15,No,0,430
10381,68,Female,Northeast,Married,106965,No,SUV,Basic,7,960,32,No,0,640
10382,37,Female,Northeast,Married,53118,No,Sedan,Basic,11,675,19,No,0,485
10383,57,Female,West,Single,118352,No,Sedan,Premium,10,1655,27,No,0,1385
10384,42,Female,West,Single,65732,No,SUV,Basic,6,720,21,No,0,510
10385,36,Male,South,Divorced,57597,No,Truck,Basic,24,670,19,No,0,480
10386,22,Female,South,Married,28638,No,Sedan,Premium,24,1440,23,Yes,5044,1210
10387,28,Male,South,Single,26714,No,SUV,Premium,21,1400,16,No,0,1240
10388,32,Female,South,Married,55514,No,SUV,Standard,24,1030,17,No,0,860
10389,25,Female,Northeast,Married,36503,Yes,Truck,Standard,7,1875,45,Yes,3828,1425
10390,36,Female,South,Married,66724,No,Truck,Basic,9,670,19,No,0,480
10391,40,Female,South,Married,45106,No,Sports,Premium,2,1610,31,No,0,1300
10392,44,Female,Northeast,Married,61279,Yes,Truck,Premium,5,2340,42,No,0,1920
10393,57,Male,West,Divorced,70761,No,Sedan,Standard,10,1355,37,Yes,6563,985
10394,49,Female,South,Married,59789,No,Sedan,Standard,3,1285,34,Yes,4685,945
10395,43,Male,West,Married,64797,No,Sedan,Standard,11,1135,22,No,0,915
10396,44,Male,Northeast,Married,31894,No,SUV,Basic,2,740,22,No,0,520
10397,36,Female,West,Married,54245,No,SUV,Standard,25,1070,19,No,0,880
10398,67,Male,Northeast,Divorced,105469,Yes,SUV,Standard,20,2145,51,No,0,1635
10399,59,Female,South,Single,126996,Yes,Sedan,Basic,23,1675,48,No,0,1195
10400,46,Female,West,Married,61942,No,Sports,Standard,22,1260,33,No,0,930
10401,56,Female,South,Married,97639,No,SUV,Premium,9,1650,27,No,0,1380
10402,58,Male,Midwest,Single,80207,Yes,Sports,Standard,6,2170,58,No,0,1590
10403,50,Female,Midwest,Married,84770,No,SUV,Basic,25,800,25,No,0,550
10404,36,Male,West,Single,68215,No,Sedan,Premium,27,1570,29,Yes,7264,1280
10405,54,Female,Northeast,Married,43709,Yes,Sports,Standard,1,2130,56,No,0,1570
10406,36,Female,West,Divorced,55457,No,SUV,Standard,27,1170,29,Yes,6405,880
10407,50,Male,Northeast,Single,96123,Yes,Sedan,Standard,11,2000,45,No,0,1550
10408,64,Male,Midwest,Single,119722,Yes,SUV,Basic,13,1820,60,Yes,22599,1220
10409,33,Male,Northeast,Single,50736,No,Truck,Standard,6,1045,18,No,0,865
10410,40,Male,Midwest,Divorced,68956,No,Sedan,Standard,16,1110,21,No,0,900
10411,24,Male,West,Single,33390,No,SUV,Premium,14,1360,14,No,0,1220
10412,43,Male,South,Single,74096,No,Sports,Standard,21,1235,32,No,0,915
10413,49,Female,South,Single,72359,No,SUV,Standard,25,1185,24,No,0,945
10414,29,Male,South,Married,38648,No,Sports,Standard,22,1105,26,No,0,845
10415,25,Female,Northeast,Married,42065,No,Truck,Standard,25,975,15,No,0,825
10416,22,Female,South,Single,28663,No,Truck,Premium,17,1340,13,No,0,1210
10417,59,Female,Northeast,Divorced,98835,Yes,Sports,Standard,23,2275,68,Yes,4270,1595
10418,45,Female,South,Single,75988,No,SUV,Basic,23,755,23,No,0,525
10419,70,Female,Northeast,Single,125341,No,Sports,Basic,21,1080,43,No,0,650
10420,22,Male,Northeast,Single,32395,No,Truck,Premium,22,1340,13,No,0,1210
10421,66,Female,Midwest,Married,141310,No,Truck,Premium,26,1840,41,Yes,7530,1430
10422,43,Female,Midwest,Married,49485,No,Truck,Standard,20,1135,22,No,0,915
10423,22,Female,West,Divorced,43862,No,Sports,Standard,4,1040,23,No,0,810
10424,39,Male,Midwest,Married,71638,No,Truck,Standard,10,1095,20,No,0,895
10425,32,Male,Northeast,Divorced,54974,No,SUV,Standard,7,1030,17,No,0,860
10426,30,Male,Midwest,Single,54011,No,Sports,Premium,13,1620,37,Yes,8616,1250
10427,45,Male,Midwest,Divorced,61299,No,Truck,Premium,29,1555,23,No,0,1325
10428,50,Female,Midwest,Single,33359,No,Sports,Standard,1,1300,35,No,0,950
10429,60,Male,Northeast,Single,80125,No,Truck,Premium,19,1690,29,No,0,1400
10430,40,Female,Northeast,Single,65390,No,Sedan,Basic,6,710,21,No,0,500
10431,50,Male,West,Single,87413,No,Truck,Standard,26,1200,25,No,0,950
10432,60,Male,Midwest,Divorced,115927,No,SUV,Basic,7,890,29,No,0,600
10433,35,Male,Midwest,Married,49407,No,Sedan,Premium,3,1465,19,No,0,1275
10434,67,Male,Northeast,Single,70559,Yes,Sports,Premium,26,2645,61,No,0,2035
10435,70,Female,West,Single,97630,No,Truck,Standard,9,1380,33,No,0,1050
10436,47,Male,West,Married,74133,Yes,Sedan,Premium,13,2365,43,No,0,1935
10437,43,Female,Northeast,Married,49163,No,Sports,Standard,21,1235,32,No,0,915
10438,33,Female,Midwest,Married,67964,No,Sedan,Standard,14,1045,18,No,0,865
10439,30,Female,West,Divorced,49140,No,SUV,Standard,9,1020,17,No,0,850
10440,56,Female,West,Divorced,79073,No,Sports,Standard,15,1350,37,No,0,980
10441,50,Female,Midwest,Married,79597,No,SUV,Basic,2,800,25,No,0,550
10442,43,Female,West,Married,64317,No,Truck,Basic,22,735,22,No,0,515
10443,65,Female,Midwest,Single,69620,No,Sports,Premium,1,1835,41,No,0,1425
10444,18,Male,West,Married,33157,No,Sedan,Premium,0,1310,12,No,0,1190
10445,66,Female,West,Married,120016,No,Sedan,Premium,10,1740,31,No,0,1430
10446,55,Male,Northeast,Divorced,64361,No,Sports,Premium,15,1745,37,No,0,1375
10447,19,Male,West,Married,33885,No,Sedan,Standard,25,915,12,No,0,795
10448,66,Female,Midwest,Married,62393,No,Sports,Premium,11,1840,41,No,0,1430
10449,23,Female,West,Married,32458,No,SUV,Basic,4,555,14,No,0,415
10450,63,Male,Northeast,Divorced,95263,No,SUV,Premium,28,1715,30,No,0,1415
10451,67,Male,West,Single,112995,No,SUV,Premium,25,1745,31,No,0,1435
10452,55,Female,South,Married,111988,No,SUV,Standard,19,1245,27,No,0,975
10453,59,Female,Midwest,Single,115754,No,Truck,Standard,27,1275,28,No,0,995
10454,41,Male,South,Married,60707,No,Sports,Basic,20,815,31,No,0,505
10455,35,Male,Northeast,Single,33154,No,Sports,Premium,29,1565,29,No,0,1275
10456,44,Female,South,Divorced,62357,No,Truck,Standard,29,1140,22,No,0,920
10457,58,Male,West,Single,91128,No,Sedan,Standard,24,1270,28,No,0,990
10458,25,Male,Midwest,Single,43614,No,Truck,Standard,14,975,15,No,0,825
10459,45,Female,South,Single,91487,Yes,Sedan,Premium,16,2355,43,No,0,1925
10460,27,Male,West,Divorced,33425,Yes,Sedan,Basic,7,1385,35,No,0,1035
10461,34,Female,South,Married,51432,No,SUV,Basic,18,650,18,No,0,470
10462,72,Female,West,Single,120355,No,Sports,Basic,22,1090,43,No,0,660
10463,46,Female,West,Single,51817,No,SUV,Standard,18,1160,23,No,0,930
10464,23,Male,South,Single,37206,No,Truck,Standard,11,955,14,No,0,815
10465,31,Female,Northeast,Single,47602,No,Truck,Standard,20,1025,17,No,0,855
10466,39,Male,Midwest,Married,76327,No,Truck,Basic,6,695,20,No,0,495
10467,71,Female,Northeast,Single,78335,No,Sedan,Premium,5,1785,33,No,0,1455
10468,23,Female,South,Married,34125,No,Sedan,Standard,1,955,14,No,0,815
10469,43,Male,West,Single,72571,No,SUV,Premium,2,1535,22,No,0,1315
10470,56,Male,South,Married,82621,No,Truck,Premium,8,1650,27,No,0,1380
10471,29,Male,West,Single,31971,No,Sports,Basic,27,705,26,No,0,445
10472,52,Female,West,Married,69645,No,SUV,Basic,10,810,25,No,0,560
10473,31,Male,Northeast,Married,48427,No,Truck,Standard,27,1025,17,No,0,855
10474,39,Female,Northeast,Single,88189,No,Truck,Basic,21,695,20,No,0,495
10475,68,Male,South,Single,76453,No,SUV,Standard,17,1360,32,No,0,1040
10476,40,Female,Midwest,Single,59095,No,Sedan,Basic,26,710,21,No,0,500
10477,65,Female,Northeast,Married,101579,No,Truck,Standard,15,1335,31,No,0,1025
10478,24,Female,West,Single,41707,No,SUV,Standard,20,960,14,No,0,820
10479,57,Female,South,Married,70126,No,Truck,Standard,9,1255,27,No,0,985
10480,67,Male,South,Married,106253,No,Sedan,Standard,15,1345,31,No,0,1035
10481,42,Male,Midwest,Married,91721,Yes,SUV,Basic,8,1520,41,No,0,1110
10482,30,Female,South,Married,34042,No,Sedan,Premium,19,1420,17,No,0,1250
10483,38,Female,Northeast,Single,58635,Yes,Truck,Basic,1,1490,40,No,0,1090
10484,58,Male,West,Married,100162,No,Sports,Basic,17,970,38,No,0,590
10485,27,Male,South,Married,40978,No,Sedan,Standard,15,985,15,No,0,835
10486,70,Male,South,Married,107964,Yes,Sports,Premium,25,2780,73,Yes,8708,2050
10487,72,Male,West,Married,122382,Yes,Truck,Basic,19,1890,63,Yes,1524,1260
10488,26,Male,South,Married,39565,No,Truck,Standard,22,980,15,No,0,830
10489,32,Male,South,Married,55020,No,Truck,Standard,13,1030,17,No,0,860
10490,69,Female,Midwest,Married,96371,Yes,SUV,Basic,29,1765,52,No,0,1245
10491,19,Male,Northeast,Divorced,31025,No,Sedan,Premium,20,1315,12,No,0,1195
10492,42,Male,South,Married,54805,No,Sedan,Premium,22,1520,21,No,0,1310
10493,30,Female,Northeast,Married,43088,No,SUV,Basic,11,620,17,No,0,450
10494,51,Male,Midwest,Married,75940,No,SUV,Basic,3,805,25,No,0,555
10495,68,Male,Northeast,Married,86786,No,Sedan,Basic,16,960,32,No,0,640
10496,51,Male,Midwest,Single,52301,No,Truck,Premium,27,1605,25,No,0,1355
10497,52,Female,Northeast,Married,58549,Yes,Sedan,Standard,19,2110,55,Yes,4904,1560
10498,55,Male,Northeast,Single,78597,No,Truck,Premium,20,1645,27,No,0,1375
10499,20,Female,South,Married,36364,No,Sports,Standard,21,1030,23,No,0,800
10500,59,Male,Northeast,Single,94816,Yes,Sports,Basic,19,1775,58,No,0,1195
10501,73,Female,South,Married,131319,Yes,Truck,Standard,6,2205,54,No,0,1665
10502,23,Male,South,Single,38832,No,Sedan,Standard,27,955,14,No,0,815
10503,72,Male,Northeast,Married,129082,No,SUV,Basic,3,990,33,No,0,660
10504,65,Male,South,Single,89107,Yes,SUV,Basic,14,1735,51,No,0,1225
10505,66,Female,Northeast,Divorced,100234,No,Sports,Standard,13,1540,51,Yes,4048,1030
10506,36,Male,West,Married,51823,No,Truck,Standard,19,1070,19,No,0,880
10507,20,Male,South,Married,29807,No,Sedan,Basic,21,530,13,No,0,400
10508,35,Female,West,Single,37200,Yes,Sports,Premium,0,2365,49,No,0,1875
10509,56,Female,West,Married,92511,Yes,Sedan,Standard,8,2050,47,No,0,1580
10510,26,Female,South,Married,38173,No,SUV,Basic,21,580,15,No,0,430
10511,69,Male,Midwest,Single,127550,Yes,Sedan,Standard,3,2165,52,No,0,1645
10512,29,Female,Midwest,Married,32633,Yes,SUV,Standard,29,1805,36,No,0,1445
10513,22,Male,West,Single,20000,No,Truck,Standard,19,940,13,No,0,810
10514,20,Female,West,Married,31988,No,Sports,Standard,8,1030,23,No,0,800
10515,28,Female,Northeast,Single,34302,No,Sedan,Basic,8,600,16,No,0,440
10516,74,Male,West,Single,119533,No,Sedan,Standard,21,1410,34,No,0,1070
10517,47,Male,South,Single,78712,No,SUV,Basic,11,765,23,No,0,535
10518,21,Male,Midwest,Married,41384,Yes,Sports,Standard,27,1835,43,No,0,1405
10519,22,Male,Midwest,Married,37937,Yes,Truck,Basic,15,1340,33,No,0,1010
10520,18,Female,Midwest,Divorced,31293,Yes,Truck,Standard,4,1710,32,No,0,1390
10521,44,Female,South,Divorced,32275,No,Sports,Premium,16,1640,32,No,0,1320
10522,45,Female,Northeast,Single,57455,No,SUV,Basic,24,755,23,No,0,525
10523,46,Male,South,Single,78968,Yes,Truck,Basic,5,1560,43,No,0,1130
10524,35,Male,South,Married,51076,No,Sedan,Standard,8,1065,19,No,0,875
10525,29,Female,Midwest,Married,55549,No,Sedan,Standard,10,1005,16,No,0,845
10526,30,Female,South,Divorced,43540,Yes,SUV,Premium,1,2220,37,No,0,1850
10527,58,Male,West,Married,79328,No,Truck,Standard,23,1270,28,No,0,990
10528,19,Female,South,Married,25109,No,Sports,Standard,6,1015,22,No,0,795
10529,54,Female,Midwest,Single,64340,Yes,Truck,Premium,16,2430,46,No,0,1970
10530,62,Female,Midwest,Single,95695,Yes,Sedan,Standard,10,2200,59,Yes,12060,1610
10531,33,Male,South,Married,51373,Yes,SUV,Standard,21,1945,48,Yes,4485,1465
10532,65,Female,West,Single,56500,Yes,Sports,Standard,23,2235,61,No,0,1625
10533,41,Male,West,Single,55393,No,SUV,Standard,29,1215,31,Yes,3944,905
10534,52,Female,Midwest,Single,84594,Yes,Sports,Standard,9,2110,55,No,0,1560
10535,39,Male,West,Single,59033,No,Sports,Basic,25,795,30,No,0,495
10536,53,Female,West,Married,79858,No,Sedan,Standard,0,1225,26,No,0,965
10537,28,Female,Northeast,Married,36602,No,Sedan,Basic,25,600,16,No,0,440
10538,72,Female,Northeast,Married,93095,No,Sports,Standard,18,1590,53,Yes,4676,1060
10539,63,Male,West,Divorced,86252,Yes,Truck,Premium,0,2515,50,No,0,2015
10540,46,Female,West,Married,73686,No,Sports,Standard,19,1360,43,Yes,4106,930
10541,52,Female,Northeast,Married,39550,No,Sports,Premium,19,1710,35,No,0,1360
10542,65,Male,Northeast,Divorced,80982,Yes,Sports,Standard,5,2235,61,No,0,1625
10543,71,Male,Northeast,Single,171195,No,SUV,Premium,15,1785,33,No,0,1455
10544,32,Female,Midwest,Single,65293,No,Sedan,Standard,11,1030,17,No,0,860
10545,48,Female,Midwest,Single,90715,Yes,Sports,Basic,26,1780,64,Yes,7685,1140
10546,59,Female,Northeast,Divorced,92678,Yes,SUV,Standard,10,2075,48,No,0,1595
10547,58,Female,Northeast,Single,62359,No,SUV,Premium,21,1670,28,No,0,1390
10548,60,Female,Northeast,Married,83569,Yes,Truck,Standard,17,2090,49,No,0,1600
10549,33,Male,Midwest,Married,45830,Yes,Sedan,Standard,22,1845,38,No,0,1465
10550,27,Female,Midwest,Single,35810,Yes,Truck,Standard,6,1785,35,No,0,1435
10551,66,Male,West,Divorced,83139,No,Sports,Premium,21,1840,41,No,0,1430
10552,49,Male,South,Single,71303,No,Sports,Standard,26,1285,34,No,0,945
10553,68,Female,West,Married,80058,No,Sedan,Standard,13,1360,32,No,0,1040
10554,19,Male,South,Married,23537,Yes,Sports,Basic,24,1415,42,No,0,995
10555,41,Female,South,Single,55135,Yes,Sedan,Premium,12,2315,41,No,0,1905
10556,40,Male,South,Single,57193,No,SUV,Basic,19,710,21,No,0,500
10557,19,Male,West,Single,30659,No,Sedan,Standard,7,915,12,No,0,795
10558,55,Female,Midwest,Married,65453,No,SUV,Standard,13,1245,27,No,0,975
10559,48,Female,Midwest,Single,65712,No,Sedan,Basic,17,780,24,No,0,540
10560,68,Male,Midwest,Married,90709,No,Sedan,Basic,25,960,32,No,0,640
10561,57,Female,Midwest,Married,96354,Yes,SUV,Basic,3,1655,47,No,0,1185
10562,43,Female,West,Single,65268,Yes,Truck,Standard,22,1935,42,No,0,1515
10563,46,Male,Northeast,Married,32422,No,SUV,Premium,22,1560,23,No,0,1330
10564,20,Male,South,Single,22005,No,Sedan,Premium,3,1330,13,No,0,1200
10565,31,Male,Midwest,Divorced,48270,No,Sports,Basic,8,825,37,Yes,1545,455
10566,42,Female,Midwest,Single,49290,No,Truck,Basic,1,720,21,No,0,510
10567,65,Female,West,Married,57955,No,Sports,Standard,13,1435,41,No,0,1025
10568,18,Female,South,Divorced,24513,No,Sedan,Basic,11,510,12,No,0,390
10569,70,Male,Midwest,Divorced,85647,No,Truck,Premium,21,1780,33,No,0,1450
10570,20,Female,Northeast,Married,36310,Yes,Truck,Premium,18,2130,33,No,0,1800
10571,71,Male,Midwest,Single,125675,No,Sedan,Premium,17,1785,33,No,0,1455
10572,43,Male,South,Married,64118,Yes,Sports,Standard,26,2035,52,No,0,1515
10573,35,Male,Northeast,Married,49368,No,Sports,Premium,11,1565,29,No,0,1275
10574,26,Male,West,Single,47409,Yes,Sedan,Standard,0,1780,35,No,0,1430
10575,55,Male,Northeast,Married,74582,No,Truck,Premium,9,1645,27,No,0,1375
10576,40,Male,South,Divorced,66859,Yes,Truck,Premium,23,2410,51,Yes,10005,1900
10577,38,Male,South,Married,58238,No,Sedan,Basic,1,690,20,No,0,490
10578,74,Female,Northeast,Married,115275,No,Sports,Premium,13,1910,44,No,0,1470
10579,18,Male,Midwest,Single,32285,No,Sports,Standard,19,1010,22,No,0,790
10580,38,Female,South,Single,44122,No,Sports,Premium,15,1590,30,No,0,1290
10581,44,Female,Northeast,Married,80564,No,Sedan,Basic,18,740,22,No,0,520
10582,59,Female,South,Single,84989,Yes,SUV,Basic,13,1675,48,No,0,1195
10583,23,Female,Midwest,Divorced,34567,No,Sedan,Premium,28,1355,14,No,0,1215
10584,72,Female,Midwest,Married,103507,Yes,SUV,Premium,23,2590,53,No,0,2060
10585,61,Male,Northeast,Married,74572,No,Sports,Basic,13,1095,49,Yes,2508,605
10586,53,Female,West,Divorced,105343,No,Sedan,Standard,22,1325,36,Yes,2355,965
10587,45,Female,West,Single,45869,No,SUV,Standard,3,1155,23,No,0,925
10588,62,Female,Midwest,Divorced,89938,Yes,Sports,Premium,29,2600,59,No,0,2010
10589,34,Male,West,Single,58827,Yes,Sports,Standard,10,1950,48,No,0,1470
10590,57,Female,Midwest,Married,82927,No,Sports,Premium,29,1755,37,No,0,1385
10591,69,Female,West,Married,150320,No,Sedan,Premium,26,1765,32,No,0,1445
10592,20,Female,Midwest,Married,26114,No,Sports,Premium,21,1430,23,No,0,1200
10593,29,Female,South,Married,31571,No,Sports,Standard,20,1105,26,No,0,845
10594,56,Male,Northeast,Single,64678,Yes,Truck,Basic,1,1650,47,No,0,1180
10595,29,Female,Northeast,Married,46865,No,SUV,Standard,6,1105,26,Yes,3012,845
10596,19,Male,West,Single,38457,No,Sports,Premium,24,1415,22,No,0,1195
10597,73,Male,Northeast,Married,120354,Yes,Sedan,Premium,12,2605,54,No,0,2065
10598,63,Female,West,Married,69376,No,SUV,Premium,7,1715,30,No,0,1415
10599,39,Female,Midwest,Single,49528,Yes,Sports,Standard,11,1995,50,No,0,1495
10600,40,Male,South,Single,74914,No,Sports,Basic,6,810,31,No,0,500
10601,47,Female,Northeast,Single,59062,No,SUV,Standard,26,1165,23,No,0,935
10602,22,Female,South,Married,27301,No,SUV,Standard,21,940,13,No,0,810
10603,26,Female,Northeast,Married,54387,No,SUV,Standard,28,980,15,No,0,830
10604,38,Male,Midwest,Married,42817,No,Sedan,Standard,26,1090,20,No,0,890
10605,28,Male,Northeast,Married,46581,No,SUV,Basic,1,600,16,No,0,440
10606,22,Female,Northeast,Single,30185,No,Sedan,Premium,5,1340,13,No,0,1210
10607,52,Female,Midwest,Divorced,88057,No,Sports,Basic,10,1010,45,Yes,4190,560
10608,44,Male,West,Divorced,84921,No,SUV,Standard,16,1140,22,No,0,920
10609,66,Male,West,Single,113859,Yes,Truck,Standard,14,2140,51,No,0,1630
10610,19,Male,Midwest,Divorced,20000,No,Sedan,Premium,21,1315,12,No,0,1195
10611,41,Male,West,Married,74764,No,Sports,Premium,22,1615,31,No,0,1305
10612,48,Male,Northeast,Married,89873,Yes,Sedan,Standard,19,1980,44,No,0,1540
10613,50,Male,South,Married,75353,No,Sedan,Standard,25,1300,35,Yes,17861,950
10614,56,Male,Midwest,Married,89766,No,Sedan,Standard,10,1350,37,Yes,3953,980
10615,47,Female,Northeast,Married,60546,Yes,SUV,Basic,22,1565,43,No,0,1135
10616,63,Male,Midwest,Single,87518,No,Truck,Basic,8,915,30,No,0,615
10617,54,Male,South,Single,59859,No,Truck,Premium,16,1630,26,No,0,1370
10618,68,Female,Northeast,Married,113592,No,Sports,Standard,19,1460,42,No,0,1040
10619,45,Female,Northeast,Single,65508,No,Sports,Premium,9,1655,33,No,0,1325
10620,48,Female,South,Married,74039,No,Truck,Premium,3,1580,24,No,0,1340
